item_id,transaction_id,product_id,quantity,unit_price,subtotal
300,85,9,2,5.5,11.0
301,85,28,1,14.0,14.0
302,85,25,1,25.0,25.0
303,85,52,4,100.0,400.0
304,85,26,2,35.0,70.0
305,86,38,2,75.0,150.0
306,86,36,2,22.0,44.0
307,86,55,4,65.0,260.0
308,87,42,1,130.0,130.0
309,87,10,3,3.5,10.5
310,88,41,4,155.0,620.0
311,88,50,1,115.0,115.0
312,88,16,1,48.0,48.0
313,89,56,4,17.0,68.0
314,89,31,1,52.0,52.0
315,89,34,1,19.0,19.0
316,89,59,3,145.0,435.0
317,89,32,2,56.0,112.0
318,90,18,2,12.0,24.0
319,90,2,4,16.5,66.0
320,90,4,1,35.0,35.0
321,90,7,3,42.0,126.0
322,90,48,3,72.0,216.0
323,91,46,1,22.0,22.0
324,91,25,2,25.0,50.0
325,92,5,3,95.0,285.0
326,92,8,1,52.0,52.0
327,92,31,3,52.0,156.0
328,93,27,1,45.0,45.0
329,93,32,4,56.0,224.0
330,93,21,4,10.5,42.0
331,93,20,1,42.0,42.0
332,94,54,1,26.0,26.0
333,94,3,1,14.0,14.0
334,94,20,1,42.0,42.0
335,95,30,4,26.0,104.0
336,95,27,2,45.0,90.0
337,95,6,2,22.0,44.0
338,95,35,3,52.0,156.0
339,96,33,1,8.5,8.5
340,96,28,2,14.0,28.0
341,96,21,2,10.5,21.0
342,96,7,2,42.0,84.0
343,96,34,2,19.0,38.0
344,97,34,2,19.0,38.0
345,97,44,3,42.0,126.0
346,97,14,2,9.5,19.0
347,97,37,2,12.0,24.0
348,97,6,3,22.0,66.0
349,98,4,3,35.0,105.0
350,98,28,3,14.0,42.0
351,98,3,2,14.0,28.0
352,98,25,1,25.0,25.0
353,99,50,3,115.0,345.0
354,99,41,4,155.0,620.0
355,99,3,2,14.0,28.0
356,100,5,1,95.0,95.0
357,100,24,1,19.0,19.0
358,100,21,1,10.5,10.5
359,100,59,1,145.0,145.0
360,101,36,1,22.0,22.0
361,101,57,1,9.5,9.5
362,101,23,4,20.0,80.0
363,102,25,2,25.0,50.0
364,102,41,1,155.0,155.0
365,102,20,3,42.0,126.0
366,103,5,2,95.0,190.0
367,103,59,1,145.0,145.0
368,103,17,4,35.0,140.0
369,103,31,4,52.0,208.0
370,103,42,1,130.0,130.0
371,104,31,4,52.0,208.0
372,104,5,2,95.0,190.0
373,104,59,4,145.0,580.0
374,105,35,4,52.0,208.0
375,105,18,4,12.0,48.0
376,105,24,4,19.0,76.0
377,105,9,4,5.5,22.0
378,106,28,3,14.0,42.0
379,106,25,2,25.0,50.0
380,106,40,4,28.0,112.0
381,107,15,2,120.0,240.0
382,107,18,4,12.0,48.0
383,107,58,3,22.0,66.0
384,107,29,1,14.0,14.0
385,108,50,3,115.0,345.0
386,108,41,4,155.0,620.0
387,109,39,4,26.0,104.0
388,109,16,1,48.0,48.0
389,109,60,4,110.0,440.0
390,110,1,2,17.5,35.0
391,110,12,1,17.0,17.0
392,110,46,3,22.0,66.0
393,111,50,4,115.0,460.0
394,111,55,4,65.0,260.0
395,111,30,3,26.0,78.0
396,112,40,2,28.0,56.0
397,112,24,4,19.0,76.0
398,112,58,4,22.0,88.0
399,113,1,4,17.5,70.0
400,113,42,3,130.0,390.0
401,113,38,3,75.0,225.0
402,113,22,3,19.0,57.0
403,113,41,2,155.0,310.0
404,114,41,2,155.0,310.0
405,114,28,4,14.0,56.0
406,114,54,2,26.0,52.0
407,114,5,1,95.0,95.0
408,114,4,4,35.0,140.0
409,115,58,2,22.0,44.0
410,115,16,1,48.0,48.0
411,116,30,1,26.0,26.0
412,116,11,4,19.5,78.0
413,116,6,1,22.0,22.0
414,116,27,2,45.0,90.0
415,117,47,3,85.0,255.0
416,117,23,4,20.0,80.0
417,117,8,2,52.0,104.0
418,117,21,3,10.5,31.5
419,118,59,4,145.0,580.0
420,118,2,1,16.5,16.5
421,118,28,3,14.0,42.0
422,118,38,4,75.0,300.0
423,119,56,3,17.0,51.0
424,119,45,3,26.0,78.0
425,120,46,1,22.0,22.0
426,120,21,2,10.5,21.0
427,121,33,2,8.5,17.0
428,121,8,1,52.0,52.0
429,122,28,3,14.0,42.0
430,122,36,4,22.0,88.0
431,122,41,4,155.0,620.0
432,122,35,4,52.0,208.0
433,122,58,1,22.0,22.0
434,123,57,2,9.5,19.0
435,123,30,3,26.0,78.0
436,123,22,2,19.0,38.0
437,123,38,3,75.0,225.0
438,124,42,2,130.0,260.0
439,124,8,4,52.0,208.0
440,124,9,1,5.5,5.5
441,125,26,4,35.0,140.0
442,125,44,2,42.0,84.0
443,125,32,3,56.0,168.0
444,125,15,3,120.0,360.0
445,126,40,1,28.0,28.0
446,126,22,3,19.0,57.0
447,127,59,2,145.0,290.0
448,127,3,4,14.0,56.0
449,128,16,1,48.0,48.0
450,128,47,2,85.0,170.0
451,128,9,1,5.5,5.5
452,129,46,3,22.0,66.0
453,129,42,3,130.0,390.0
454,130,22,1,19.0,19.0
455,130,17,2,35.0,70.0
456,130,15,2,120.0,240.0
457,130,57,1,9.5,9.5
458,130,39,4,26.0,104.0
459,131,56,2,17.0,34.0
460,131,15,2,120.0,240.0
461,131,41,1,155.0,155.0
462,131,34,2,19.0,38.0
463,132,9,3,5.5,16.5
464,132,36,2,22.0,44.0
465,132,4,4,35.0,140.0
466,133,36,3,22.0,66.0
467,133,17,1,35.0,35.0
468,133,56,4,17.0,68.0
469,134,49,1,28.0,28.0
470,134,37,3,12.0,36.0
471,134,5,4,95.0,380.0
472,134,54,1,26.0,26.0
473,135,13,3,17.0,51.0
474,135,53,4,42.0,168.0
475,135,24,4,19.0,76.0
476,135,26,1,35.0,35.0
477,136,43,1,34.0,34.0
478,136,46,4,22.0,88.0
479,137,30,1,26.0,26.0
480,137,49,1,28.0,28.0
481,138,55,4,65.0,260.0
482,138,9,1,5.5,5.5
483,139,60,1,110.0,110.0
484,139,14,2,9.5,19.0
485,139,31,1,52.0,52.0
486,140,13,4,17.0,68.0
487,140,17,1,35.0,35.0
488,140,25,1,25.0,25.0
489,140,30,1,26.0,26.0
490,141,49,3,28.0,84.0
491,141,5,1,95.0,95.0
492,141,22,2,19.0,38.0
493,142,6,1,22.0,22.0
494,142,14,2,9.5,19.0
495,143,34,1,19.0,19.0
496,143,17,1,35.0,35.0
497,143,18,1,12.0,12.0
498,143,29,1,14.0,14.0
499,143,24,2,19.0,38.0
500,144,49,2,28.0,56.0
501,144,60,4,110.0,440.0
502,145,59,4,145.0,580.0
503,145,19,4,13.5,54.0
504,145,22,4,19.0,76.0
505,145,55,3,65.0,195.0
506,146,48,1,72.0,72.0
507,146,1,1,17.5,17.5
508,146,59,2,145.0,290.0
509,146,18,4,12.0,48.0
510,146,30,3,26.0,78.0
511,147,40,3,28.0,84.0
512,147,37,3,12.0,36.0
513,147,6,3,22.0,66.0
514,147,24,4,19.0,76.0
515,148,53,1,42.0,42.0
516,148,29,3,14.0,42.0
517,148,40,2,28.0,56.0
518,149,39,1,26.0,26.0
519,149,40,4,28.0,112.0
520,149,28,3,14.0,42.0
521,149,24,1,19.0,19.0
522,149,52,1,100.0,100.0
523,150,54,3,26.0,78.0
524,150,25,1,25.0,25.0
525,150,52,3,100.0,300.0
526,150,4,3,35.0,105.0
527,150,1,3,17.5,52.5
528,151,54,2,26.0,52.0
529,151,55,1,65.0,65.0
530,151,19,1,13.5,13.5
531,151,24,1,19.0,19.0
532,152,56,3,17.0,51.0
533,152,45,2,26.0,52.0
534,153,24,3,19.0,57.0
535,153,57,3,9.5,28.5
536,154,26,2,35.0,70.0
537,154,36,3,22.0,66.0
538,154,8,3,52.0,156.0
539,155,42,4,130.0,520.0
540,155,39,1,26.0,26.0
541,155,40,1,28.0,28.0
542,155,22,2,19.0,38.0
543,155,57,1,9.5,9.5
544,156,24,3,19.0,57.0
545,156,57,1,9.5,9.5
546,156,18,4,12.0,48.0
547,156,45,2,26.0,52.0
548,157,60,4,110.0,440.0
549,157,53,2,42.0,84.0
550,157,7,4,42.0,168.0
551,158,6,3,22.0,66.0
552,158,34,2,19.0,38.0
553,158,36,4,22.0,88.0
554,158,21,1,10.5,10.5
555,158,7,1,42.0,42.0
556,159,34,4,19.0,76.0
557,159,39,4,26.0,104.0
558,159,51,1,52.0,52.0
559,159,20,2,42.0,84.0
560,160,18,4,12.0,48.0
561,160,9,2,5.5,11.0
562,160,58,1,22.0,22.0
563,160,14,2,9.5,19.0
564,161,27,2,45.0,90.0
565,161,49,2,28.0,56.0
566,161,15,1,120.0,120.0
567,162,25,3,25.0,75.0
568,162,43,4,34.0,136.0
569,162,51,3,52.0,156.0
570,162,22,3,19.0,57.0
571,163,17,2,35.0,70.0
572,163,18,2,12.0,24.0
573,163,25,1,25.0,25.0
574,163,38,3,75.0,225.0
575,163,28,3,14.0,42.0
576,164,60,1,110.0,110.0
577,164,33,1,8.5,8.5
578,164,31,2,52.0,104.0
579,164,11,2,19.5,39.0
580,165,32,1,56.0,56.0
581,165,18,1,12.0,12.0
582,165,14,4,9.5,38.0
583,165,57,2,9.5,19.0
584,166,4,2,35.0,70.0
585,166,27,1,45.0,45.0
586,166,40,4,28.0,112.0
587,166,25,2,25.0,50.0
588,166,17,2,35.0,70.0
589,167,45,4,26.0,104.0
590,167,15,3,120.0,360.0
591,168,34,2,19.0,38.0
592,168,17,3,35.0,105.0
593,169,49,2,28.0,56.0
594,169,26,1,35.0,35.0
595,169,37,4,12.0,48.0
596,169,9,4,5.5,22.0
597,169,38,3,75.0,225.0
598,170,18,1,12.0,12.0
599,170,28,1,14.0,14.0
600,171,1,2,17.5,35.0
601,171,39,2,26.0,52.0
602,171,6,4,22.0,88.0
603,171,8,4,52.0,208.0
604,172,12,1,17.0,17.0
605,172,52,1,100.0,100.0
606,172,34,1,19.0,19.0
607,172,48,1,72.0,72.0
608,173,23,4,20.0,80.0
609,173,27,1,45.0,45.0
610,173,19,2,13.5,27.0
611,173,57,3,9.5,28.5
612,174,28,3,14.0,42.0
613,174,11,3,19.5,58.5
614,174,47,3,85.0,255.0
615,175,11,2,19.5,39.0
616,175,44,3,42.0,126.0
617,175,26,1,35.0,35.0
618,176,4,1,35.0,35.0
619,176,41,2,155.0,310.0
620,176,8,2,52.0,104.0
621,176,53,1,42.0,42.0
622,176,58,2,22.0,44.0
623,177,23,1,20.0,20.0
624,177,22,3,19.0,57.0
625,177,38,3,75.0,225.0
626,177,40,2,28.0,56.0
627,177,6,2,22.0,44.0
628,178,27,3,45.0,135.0
629,178,5,1,95.0,95.0
630,179,44,4,42.0,168.0
631,179,58,3,22.0,66.0
632,179,13,4,17.0,68.0
633,180,55,2,65.0,130.0
634,180,11,3,19.5,58.5
635,180,33,1,8.5,8.5
636,180,30,3,26.0,78.0
637,181,31,3,52.0,156.0
638,181,49,3,28.0,84.0
639,181,19,4,13.5,54.0
640,182,8,3,52.0,156.0
641,182,24,2,19.0,38.0
642,182,19,1,13.5,13.5
643,182,11,3,19.5,58.5
644,182,22,1,19.0,19.0
645,183,7,1,42.0,42.0
646,183,2,4,16.5,66.0
647,183,21,4,10.5,42.0
648,183,4,4,35.0,140.0
649,184,40,1,28.0,28.0
650,184,36,4,22.0,88.0
651,184,7,1,42.0,42.0
652,184,30,4,26.0,104.0
653,185,7,3,42.0,126.0
654,185,26,1,35.0,35.0
655,186,55,2,65.0,130.0
656,186,7,2,42.0,84.0
657,187,33,4,8.5,34.0
658,187,11,2,19.5,39.0
659,188,7,2,42.0,84.0
660,188,13,2,17.0,34.0
661,188,18,3,12.0,36.0
662,188,27,1,45.0,45.0
663,188,11,1,19.5,19.5
664,189,2,3,16.5,49.5
665,189,44,3,42.0,126.0
666,189,55,2,65.0,130.0
667,189,52,4,100.0,400.0
668,189,46,3,22.0,66.0
669,190,32,1,56.0,56.0
670,190,42,2,130.0,260.0
671,190,4,2,35.0,70.0
672,190,44,1,42.0,42.0
673,190,13,4,17.0,68.0
674,191,14,1,9.5,9.5
675,191,8,1,52.0,52.0
676,191,20,3,42.0,126.0
677,191,38,1,75.0,75.0
678,192,31,4,52.0,208.0
679,192,56,4,17.0,68.0
680,192,28,1,14.0,14.0
681,192,18,1,12.0,12.0
682,193,42,2,130.0,260.0
683,193,58,1,22.0,22.0
684,193,47,1,85.0,85.0
685,194,55,4,65.0,260.0
686,194,23,1,20.0,20.0
687,194,53,3,42.0,126.0
688,194,26,3,35.0,105.0
689,195,40,2,28.0,56.0
690,195,4,4,35.0,140.0
691,195,18,1,12.0,12.0
692,196,44,4,42.0,168.0
693,196,40,4,28.0,112.0
694,196,32,1,56.0,56.0
695,197,3,1,14.0,14.0
696,197,23,4,20.0,80.0
697,197,15,3,120.0,360.0
698,198,54,2,26.0,52.0
699,198,18,4,12.0,48.0
700,198,60,2,110.0,220.0
701,198,38,1,75.0,75.0
702,198,14,2,9.5,19.0
703,199,15,2,120.0,240.0
704,199,37,3,12.0,36.0
705,199,43,2,34.0,68.0
706,199,58,2,22.0,44.0
707,200,16,1,48.0,48.0
708,200,1,3,17.5,52.5
709,200,25,1,25.0,25.0
710,200,31,3,52.0,156.0
711,201,60,2,110.0,220.0
712,201,4,4,35.0,140.0
713,201,8,2,52.0,104.0
714,202,29,4,14.0,56.0
715,202,18,3,12.0,36.0
716,202,10,2,3.5,7.0
717,203,4,3,35.0,105.0
718,203,23,4,20.0,80.0
719,203,19,2,13.5,27.0
720,203,57,3,9.5,28.5
721,204,55,1,65.0,65.0
722,204,13,1,17.0,17.0
723,204,11,3,19.5,58.5
724,205,48,3,72.0,216.0
725,205,23,3,20.0,60.0
726,205,11,1,19.5,19.5
727,205,42,1,130.0,130.0
728,205,29,1,14.0,14.0
729,206,12,2,17.0,34.0
730,206,59,2,145.0,290.0
731,206,7,3,42.0,126.0
732,207,56,4,17.0,68.0
733,207,33,2,8.5,17.0
734,207,37,3,12.0,36.0
735,207,49,3,28.0,84.0
736,207,35,4,52.0,208.0
737,208,35,3,52.0,156.0
738,208,50,2,115.0,230.0
739,208,30,1,26.0,26.0
740,208,31,2,52.0,104.0
741,209,39,4,26.0,104.0
742,209,26,4,35.0,140.0
743,210,26,4,35.0,140.0
744,210,24,2,19.0,38.0
745,210,35,3,52.0,156.0
746,210,60,3,110.0,330.0
747,211,27,4,45.0,180.0
748,211,37,4,12.0,48.0
749,211,29,2,14.0,28.0
750,211,32,2,56.0,112.0
751,211,10,3,3.5,10.5
752,212,15,1,120.0,120.0
753,212,54,3,26.0,78.0
754,212,10,2,3.5,7.0
755,212,53,3,42.0,126.0
756,213,1,3,17.5,52.5
757,213,14,4,9.5,38.0
758,213,18,1,12.0,12.0
759,213,45,2,26.0,52.0
760,214,47,3,85.0,255.0
761,214,9,1,5.5,5.5
762,215,24,4,19.0,76.0
763,215,4,2,35.0,70.0
764,215,2,4,16.5,66.0
765,215,25,1,25.0,25.0
766,215,38,1,75.0,75.0
767,216,37,1,12.0,12.0
768,216,9,1,5.5,5.5
769,216,24,1,19.0,19.0
770,216,4,4,35.0,140.0
771,216,60,4,110.0,440.0
772,217,29,1,14.0,14.0
773,217,16,3,48.0,144.0
774,217,19,4,13.5,54.0
775,217,40,4,28.0,112.0
776,218,45,2,26.0,52.0
777,218,28,3,14.0,42.0
778,218,43,3,34.0,102.0
779,219,40,3,28.0,84.0
780,219,35,1,52.0,52.0
781,219,22,1,19.0,19.0
782,219,24,1,19.0,19.0
783,219,17,3,35.0,105.0
784,220,48,4,72.0,288.0
785,220,17,2,35.0,70.0
786,220,33,2,8.5,17.0
787,220,3,2,14.0,28.0
788,221,45,3,26.0,78.0
789,221,36,2,22.0,44.0
790,221,14,1,9.5,9.5
791,221,60,1,110.0,110.0
792,221,41,2,155.0,310.0
793,222,48,4,72.0,288.0
794,222,30,3,26.0,78.0
795,222,26,2,35.0,70.0
796,223,44,1,42.0,42.0
797,223,27,4,45.0,180.0
798,224,31,3,52.0,156.0
799,224,16,4,48.0,192.0
800,225,41,1,155.0,155.0
801,225,27,1,45.0,45.0
802,226,17,4,35.0,140.0
803,226,55,4,65.0,260.0
804,226,21,2,10.5,21.0
805,226,37,4,12.0,48.0
806,226,28,3,14.0,42.0
807,227,21,2,10.5,21.0
808,227,28,1,14.0,14.0
809,227,42,4,130.0,520.0
810,227,18,4,12.0,48.0
811,228,44,3,42.0,126.0
812,228,30,3,26.0,78.0
813,229,37,2,12.0,24.0
814,229,9,3,5.5,16.5
815,229,53,3,42.0,126.0
816,230,32,2,56.0,112.0
817,230,39,3,26.0,78.0
818,231,58,4,22.0,88.0
819,231,46,4,22.0,88.0
820,231,3,2,14.0,28.0
821,231,55,3,65.0,195.0
822,231,22,1,19.0,19.0
823,232,33,1,8.5,8.5
824,232,54,3,26.0,78.0
825,232,12,3,17.0,51.0
826,232,25,4,25.0,100.0
827,232,58,4,22.0,88.0
828,233,13,4,17.0,68.0
829,233,27,2,45.0,90.0
830,233,38,3,75.0,225.0
831,233,19,3,13.5,40.5
832,233,17,4,35.0,140.0
833,234,51,4,52.0,208.0
834,234,29,3,14.0,42.0
835,234,14,1,9.5,9.5
836,234,3,4,14.0,56.0
837,234,25,1,25.0,25.0
838,235,41,3,155.0,465.0
839,235,57,2,9.5,19.0
840,235,20,2,42.0,84.0
841,236,36,4,22.0,88.0
842,236,51,3,52.0,156.0
843,236,13,1,17.0,17.0
844,236,54,2,26.0,52.0
845,236,49,1,28.0,28.0
846,237,27,4,45.0,180.0
847,237,11,1,19.5,19.5
848,237,57,1,9.5,9.5
849,237,14,4,9.5,38.0
850,237,59,1,145.0,145.0
851,238,48,3,72.0,216.0
852,238,54,1,26.0,26.0
853,238,40,2,28.0,56.0
854,238,44,3,42.0,126.0
855,239,11,1,19.5,19.5
856,239,33,2,8.5,17.0
857,240,2,1,16.5,16.5
858,240,60,1,110.0,110.0
859,241,11,4,19.5,78.0
860,241,16,2,48.0,96.0
861,241,18,1,12.0,12.0
862,241,40,3,28.0,84.0
863,241,9,3,5.5,16.5
864,242,40,2,28.0,56.0
865,242,58,4,22.0,88.0
866,242,22,1,19.0,19.0
867,242,51,4,52.0,208.0
868,243,20,1,42.0,42.0
869,243,32,3,56.0,168.0
870,243,26,4,35.0,140.0
871,243,47,3,85.0,255.0
